Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Profession,Notes,Valid?
106181,Gavin Barlow,SCS2,Director Service Personnel Policy,"As one of the two Service Personnel Operating Officers (SPOOs) Director Service Personnel Policy directs the work of the Service Personnel Staff on behalf of DCDS(Pers), and are responsible for directing the execution of the work of the Service Personnel Staff. This includes:Chairmanship of the Service Personnel Operating Board; day-to-day prioritisation in response to events; Line management of the Heads of the policy divisions;Facilitation of the policy formulation process, through frequent dialogue with the policy divisions and their counterparts in the Services’ personnel staffs; Assurance of the quality and timeliness of work carried out by the Service Personnel Staff.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1056166,371672,1,85000,89999,,Policy,,1
106696,N/D,SCS1,Private Secretary to the Secretary of State,Private Secretary to the Secretary of State,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,5654,1508564,1,N/D,,,Policy,,1
106838,N/D,SCS1,DCP-Head of Employment Framework,"Head of DCP-Employment Framework is responsible for: Civilian HR policy relating to conditions of service for all civilian employees - UK & overseas – (including, civilian pay and reward, performance management, leave & working patterns, recruitment, transfers, pensions, health, Employee Relations, welfare and conduct); coordination of work with TSol and CLS in connection with Employment Tribunal and other employment related Litigation; and oversight of the various instruments used to manage civilian training within the Department.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,104018,1723991,1,N/D,,,Human Resources,,1
107359,Prabhat Vaze,SCS2,Director Analytical Services and Advice,"general economic advice, appraisal & evaluation, price indices, personnel stats, surveys, health and welfare of defence staff and veterans statistics",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106000,1848658,1,80000,84999,,Economics,,1
107419,N/D,SCS1,Head of Health Information and Surveys (Head of Profession for Statistics),Health and welfare of defence staff statistics,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,107359,1587093,1,N/D,,,Statisticians,,1
107421,N/D,SCS1,Head of Personnel Statistics and Analysis,"Personnel statistics,analysis, modelling and forecast of armed forces and MOD civilian personnel",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,107359,1649185,1,N/D,,,Statisticians,,1
107429,N/D,SCS1,Head of Defence Economic and Statistical Advice (Head of Profession for Economics),"Economic advice, appraisal and evaluation",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,107359,1126625,1,N/D,,,Economics,,1
108528,N/D,SCS1,DEFAC-CMT-Head of Acquisition and Business Learning,Head of Acquisition and Business Learning within the College of Management and Technology,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,154906,6069644,1,N/D,,,Internal Audit,,1
108754,N/D,SCS1,DCP-Head of Corporate Capability,"Head of DCP-Corporate Capability is responsible for the management of the Senior Civil Service (including: SCS recruitment, promotion assessment, grade management and SCS pay issues); leading on Talent Management and succession planning (including: management of the Fast Stream, MIDIT and DESG development programmes, and engagement with the Senior Leadership Council/Cabinet Office Talent Management group and Civil Service Development Group); and providing an intervention capability to meet urgent operational needs",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,104018,1475099,1,N/D,,,Human Resources,,1
109484,Jeremy Jarvis,SCS2,DEFAC-RCDS-Senior Directing Staff 1,Royal College of Defence Studies - Director of Studies and a Senior Directing Staff,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,116270,0,1,80000,84999,,Internal Audit,,1
109679,N/D,SCS1,Head of Scrutiny Air/Sea/CIS,"Scrutiny & advice across a range of Air, maritime and communication & information systems projects",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,105232,564827,1,N/D,,,Finance,,1
109715,General Sir Nicholas Houghton,OF-9,Vice Chief of the Defence Staff,Vice Chief of the Defence Staff,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,155792,84636,1,N/D,,,Military,,1
109782,N/D,SCS1,Head of Scrutiny Land/Estates/Policy,"Scrutiny and advice across policy & plans, land and defence estates projects",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,105232,469539,1,N/D,,,Finance,,1
109838,N/D,SCS1,Defence Science & Technology Chief Scientific Adviser's Strategic Adviser,Provide strategic advice and lead/implement/review major change projects,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,105227,N/D,1,N/D,,,Science and Engineering,,1
110351,N/D,SCS1,"Central Top Level Budget Security, Safety & Business Continuity-Hd","Security, Safety & Business Continuity",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106029,1204933,1,N/D,,,Policy,,1
110655,N/D,SCS1,Expert Medical Advice,Provision of medical advice relating to Service Personnel Policy.,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106181,N/D,1,N/D,,,Medicine,,1
110710,N/D,SCS1,Head of Corporate Services,The Corporate Services area is responsible for delivering the corporate enabling functions which are vital to ensuring that SPVA business outputs are met. These include the operation of performance management tools such as the BSC and Risk Registers; performance reporting to the Agency Owner on Key Targets; financial management; commercial (contracts) management; handling Parliamentary and public correspondence; personnel support to MoD staff; business planning and reporting; Corporate Governance including support to the SPVA Audit Committee; communications and employee surveys.,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1448387,4221163,1,N/D,,,Operational Delivery,,1
111565,N/D,SCS1,Head of Defence Reform Unit Design,responsible for the architecture of defence reform,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106039,765019,1,N/D,,,Finance,,1
111789,Mark Preston,SCS2,Director Business Resilience,"Director Business Resilience (DBR) is the Process Owner for Security and Business Continuity and supports 2nd PUS as Process Owner for Health, Safety, Environmental Protection and Sustainable Development. DBR is responsible for setting policy and standards for MOD in these areas and monitoring their implementation and risk management. Key areas of policy, audit and assurance activity include: Security (including Physical, Defence Policing, Personnel, Industrial, Scientific & Technical, Information and IT system accreditation); Business Continuity; Safety, (including Health Physics and Occupational Health); Sustainable Development and Environment. DBR also manages all aspects of common law compensation claims made against the Department.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,104017,66105,1,85000,89999,,Policy,,1
111791,N/D,SCS1,DBR-Head of Defence Security Policy,"Head of Defence Security (DBR-DefSY) is responsible for developing, promulgating and monitoring the Department’s protective security policy and standards; advising Ministers and senior officials on the political, presentational and legal aspects of protective security policy; supporting the Director Business Resilience as Security Process Owner and in providing assurance to the DAC that security risks are being effectively addressed or managed. Responsibilities cover personnel security (including vetting); information security (including leak investigations); policing policy & physical security (including guarding); nuclear security & safety (including nuclear accident response); and technical and international security issues (including the security relationship with industry).",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,111789,1650278,1,N/D,,,Policy,,1
111792,N/D,SCS1,"DBR-Head of Safety, Sustainable Development & Continuity Policy","Head of Safety, Sustainable Development & Continuity (DBR-SSD&C) is the policy lead for Safety, Sustainable Development, Environmental Protection and Business Continuity (including pandemic flu policy and planning). SSD&C provides the secretariat for the Defence Environment and Safety Board (DESB), who provide assurance to the Defence Board and Defence Audit Committee (DAC) that safety, environmental, and sustainability risks are being effectively managed.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,111789,1122010,1,N/D,,,Policy,,1
111794,N/D,SCS1,DBR-Head of Defence Security & Assurance Services,"The Defence Security and Assurance Services (DBR-DSAS) accredits MOD’s (including List X Industry) IT systems to assure their compliance with National standards. DBR-DSAS provides an independent security, safety and business continuity audit and consultancy service, vulnerability analysis and penetration testing of systems, coordination of STRAP management, and coordination of information assurance. DBR-DSAS provides the Chief Information Officer with an analysis of the risk of loss or compromise of MOD protectively marked or personal data. Within DBR-DSAS, the Joint Security Coordination centre provides real time situational awareness of threats and incidents, and incident investigation",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,111789,4371405,1,N/D,,,Policy,,1
111797,John Taylor,SCS2,Chief Information Officer,INF,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,104016,797773,1,110000,114999,,Knowledge and Information Management (KIM),,1
111800,N/D,SCS1,DBR-Head of Common Law Claims & Policy,"Head of DBR-Common Law Claims & Policy (DBR-CLC&P) is primarily responsible for processing common law, non-contractual, compensation claims against and on behalf of the MOD at home and overseas emanating from Employers Liability (Service and Civilian), Public Liability, Low Flying military aircraft, Maritime and Clinical Negligence. DBR-CLC&P also has responsibility for providing claims policy advice to Ministers and senior officials; handling claims against foreign forces based in the UK in accordance with NATO SOFA; providing advice on insurance and indemnities, and as Role Owner for Area Claims Officers in operational theatres. The annual claims budget is approx £100M.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,111789,691683,1,N/D,,,Policy,,1
